"team","date","time","name","pos","status","injury","note","year","cdate","conf","bcs"
"Tennessee Volunteers","09/09/10","10:02am","Jarrod Shaw","OL","Probable","Ankle","Senior RG Jarrod Shaw is expected to play in the Oregon game (9/11) after missing practice time due to a sore ankle.  Shaw made three starts at right tackle last season.",2010,"2010-09-09","SEC","y"
"Tennessee Volunteers","09/09/10","9:59am","Denarius Moore","WR","Probable","Ankle","Senior WR Denarius Moore missed the UT Martin game with an ankle injury.  He missed Monday and Tuesday practice this week but returned on Wednesday.  He has been upgraded to probable for Oregon (9/11).  Moore was the second-leading receiver for Tennessee last season with 540 yards (13.5 ypc).",2010,"2010-09-09","SEC","y"
"Tennessee Volunteers","09/09/10","9:37am","Gerald Jones","WR","Out","Hand","Senior WR Gerald Jones missed the UT Martin game with a hand injury (broken bone in left hand).  He is expected to miss 2-3 weeks of action.  Jones led the Volunteers a season ago in receiving yards with 680 (14.8 ypc).",2010,"2010-09-09","SEC","y"
"Tennessee Volunteers","09/17/10","10:03am","Cody Pope","OL","Doubtful","Concussion/Head","Junior C Cody Pope is doubtful for the Florida game (9/18) after missing practice sessions this week due to concussion-like symptoms.  Pope is the starting center for the Vols in 2010.",2010,"2010-09-17","SEC","y"
"Tennessee Volunteers","09/17/10","9:59am","Zach Rogers","WR","Probable","Groin","Sophomore WR Zach Rogers is battling through a groin injury, but he is expected to play against Florida (9/18).  Rogers is expected to provide depth at WR for the Volunteers in 2010.",2010,"2010-09-17","SEC","y"
"Tennessee Volunteers","09/17/10","9:54am","Michael Palardy","K","Doubtful","Groin","True freshman K Michael Palardy is doubtful for Florida (9/18) with a groin injury.  Palardy began fall camp in competition with senior Dan Lincoln, but Lincoln beat him out for the starting job.",2010,"2010-09-17","SEC","y"
"Tennessee Volunteers","09/24/10","4:43pm","Herman Lathers","LB","Doubtful","Ankle","Sophomore WLB Herman Lathers did not participate in practice on 9/23 and is downgraded to doubtful for UAB with an ankle injury.  Senior reserve Savion Frazier is working with LaMarcus Thomspson and Nick Reveiz, the other starters at LB.",2010,"2010-09-24","SEC","y"
"Tennessee Volunteers","09/23/10","11:32am","Taurean Poole","RB","Probable","Leg","Junior RB Taurean Poole sustained a thigh bruise against Florida and said he didn't notice it until after the game.  He claims to be around 90% and is probable for UAB (9/25).  Poole is said to be UT's best playmaker (6th in SEC in rushing at 98.3ypg).",2010,"2010-09-23","SEC","y"
"Tennessee Volunteers","09/22/10","10:16am","JerQuari Schofield","OL","Doubtful","Foot","Redshirt freshman LG JerQuari Schofield left the Florida game with a foot injury and did not return.  He is downgraded to doubtful for UAB (9/25).  Schofield is one of Tennessee's biggest starting linemen.",2010,"2010-09-22","SEC","y"
"Tennessee Volunteers","10/01/10","5:04pm","Art Evans","DB","Probable","Knee","Junior CB Art Evans is battling a bone bruise in his knee, but he is upgraded to probable for LSU (10/2).  Evans is a starting CB for the second straight season for the Volunteers.",2010,"2010-10-01","SEC","y"
"Tennessee Volunteers","09/29/10","5:34am","Tauren Poole","RB","Probable","Leg","Junior RB Tauren Poole left the UAB game with a thigh injury, but he is upgraded to probable for LSU (10/2).  Poole is averaging just under 80 yards a game on the ground.",2010,"2010-09-29","SEC","y"
"Tennessee Volunteers","10/07/10","10:26am","Daniel Lincoln","K","Doubtful","Leg","Senior K Daniel Lincoln could miss the Georgia game (10/9) due to a quad injury after missing the LSU game with the same ailment.  Freshman K Michael Palardy will handle FG attempts, extra points, and kickoff duties for the second straight week.",2010,"2010-10-07","SEC","y"
"Tennessee Volunteers","10/07/10","10:22am","Dallas Thomas","OL","Doubtful","Ankle","Sophomore LT Dallas Thomas is doubtful for the Georgia game (10/9) with an ankle injury.  Thomas played mostly on special teams during his redshirt freshman season in 2009.",2010,"2010-10-07","SEC","y"
"Tennessee Volunteers","10/19/10","9:25am","Greg King","LB","Out For Year","Knee","Sophomore LB Greg King is likely out for the season after having his knee scoped as the result of a lingering spring injury.  King was the back-up SLB this season behind senior LaMarcus Thompson, and head coach Derek Dooley believes that King has a bright future at Tennessee.",2010,"2010-10-19","SEC","y"
"Tennessee Volunteers","10/19/10","9:07am","Montori Hughes","DL","Out","Ankle","Sophomore DT Montori Hughes injured his ankle against UGA and wouldn't have played if there was a game last week.  He is expected to miss the Alabama game (10/23).  Hughes is the starting nose tackle for the Vols.",2010,"2010-10-19","SEC","y"
"Tennessee Volunteers","10/27/10","6:48am","Matt Simms","QB","Probable","Knee","Junior QB Matt Simms injured his knee against Alabama, but he is upgraded to probable for South Carolina (10/30).  Simms, the son of former NFL QB Phil Simms, is in his first season as a starter for the Vols (started out at Louisville in 2008 and transferred to a JUCO in 2009).",2010,"2010-10-27","SEC","y"
"Tennessee Volunteers","10/26/10","11:41am","Nyshier Oliver","DB","Out","Knee","Redshirt freshman CB Nyshier ""Naz"" Oliver has missed a month of action due to setbacks from offseason ACL surgery, but he is nearing a return date (possibly Nov. 6).  Oliver is a reserve CB for the Volunteers.",2010,"2010-10-26","SEC","y"
"Tennessee Volunteers","10/26/10","9:03am","Marsalis Teague","DB","Doubtful","Foot","Sophomore CB Marsalis Teague is doubtful for the South Carolina game (10/30) after suffering a toe injury during the Alabama game.  Teague is a starting CB for the Vols.",2010,"2010-10-26","SEC","y"
"Tennessee Volunteers","10/25/10","12:05pm","Denarius Moore","WR","Questionable","Concussion/Head","Senior WR Denarius Moore sustained a head injury as a result of a helmet-to-helmet hit from Alabama freshman DeMarcus Milliner and did not return.  He is questionable for South Carolina (10/30), but head coach Derek Dooley believes Moore will be okay.  The senior has four TDs on the season.",2010,"2010-10-25","SEC","y"
"Tennessee Volunteers","11/04/10","2:50pm","Herman Lathers","LB","Probable","Back","Sophomore LB Herman Lathers wore a non-contact jersey during the 11/2 practice session, but he is expected to play against Memphis (11/6).  Lathers is the starting WLB for the Vols.",2010,"2010-11-04","SEC","y"
"Tennessee Volunteers","11/09/10","7:49am","Luke Stocker","TE","Questionable","Concussion/Head","Senior TE Luke Stocker is day-to-day with a concussion suffered against Memphis.  Stocker has 24 receptions on the season for the Vols.",2010,"2010-11-09","SEC","y"
"Tennessee Volunteers","11/09/10","7:38am","Zach Fulton","OL","Doubtful","Ankle","True freshman G Zach Fulton suffered an ankle injury that has him doubtful for the Ole Miss game (11/13).  Fulton has started games 7, 8, and 9 for the Volunteers at right guard.",2010,"2010-11-09","SEC","y"
"Tennessee Volunteers","11/19/10","2:05pm","Zach Rogers","WR","Probable","Concussion/Head","Sophomore WR Zach Rogers sustained a concussion during the Ole Miss game, but he is probable for Vanderbilt (11/20).  Rogers is a back-up WR for the Vols.",2010,"2010-11-19","SEC","y"
"Tennessee Volunteers","11/19/10","10:14am","Janzen Jackson","DB","Probable","Ankle","Sophomore S Janzen Jackson is upgraded to probable for Vanderbilt (11/20) despite suffering an ankle injury against Ole Miss (and wearing a no-contact jersey all week in practice).  Jackson is the starting FS for the Vols.",2010,"2010-11-19","SEC","y"
"Tennessee Volunteers","11/25/10","12:47pm","Tyler Bray","QB","Probable","Shoulder","True freshman QB Tyler Bray is battling a shoulder injury, but he is probable for Kentucky (11/27).  Bray's emergence as the starter has led Tennessee to the brink of bowl eligibility this season.",2010,"2010-11-25","SEC","y"
"Texas A&M Aggies","09/01/10","12:06pm","Jerrod Johnson","QB","Questionable","Shoulder","Johnson had off-season shoulder surgery and is still not quite 100% recovered, but expected to play . The senior set eight single-season school records last year and has the potential to be even better this season if he can get back to full strength.",2010,"2010-09-01","SEC","y"
"Texas A&M Aggies","08/18/10","2:08pm","Clint Naron","OL","Out For Year","Shoulder","Naron is dealing with multiple injuries, including a shoulder, and will take a medical redshirt in 2010. He was not expected to be on the two-deep this year.",2010,"2010-08-18","SEC","y"
"Texas A&M Aggies","09/10/10","4:17am","Von Miller","LB","Questionable","Ankle","Miller suffered an ankle injury in week one and could not finish the game.  He's still questionable for week two against Louisiana Tech after a week of practice and evaluations.  The All-American linebacker will be continuously evaluated during the week and is day-to-day according to HC Mike Sherman.  When healthy, he's one of the best defenders in the Big 12, but while out, freshman Damontre Moore takes his spot.",2010,"2010-09-10","SEC","y"
"Texas A&M Aggies","09/09/10","4:33am","DeMaurier Thompson","DB","Out For Year","Knee","Senior CB Thompson tore his ACL in week one and is out for the season.  While not the most athletically gifted player in the Aggies secondary, his leadership ability and football knowledge earned him plenty of snaps.",2010,"2010-09-09","SEC","y"
"Texas A&M Aggies","09/07/10","4:20am","Ryan Tannehill","WR","Probable","Elbow","Tannehill has a mild elbow injury but is considered extremely probable for week two against Louisiana Tech.  He starts at WR and also serves as the #2 QB to Jerrod Johnson.",2010,"2010-09-07","SEC","y"
"Texas A&M Aggies","09/15/10","3:53pm","Steven Campbell","DB","Doubtful","Foot","Reserve FS Campbell is doubtful to play in week three against Florida International due to a foot injury.  Campbell's absence has elevated freshman Toney Hurd and sophomore Blaine Cheatham one spot on the depth chart.",2010,"2010-09-15","SEC","y"
"Texas A&M Aggies","09/15/10","4:31am","Kenric McNeil","WR","Questionable","Shoulder","McNeil is questionable to return in week three against Florida International from a separated shoulder suffered in week one that held him out in week two.  His return would provide a boost to the Aggies special teams as he's their top kick returner.",2010,"2010-09-15","SEC","y"
"Texas A&M Aggies","10/03/10","9:36am","Evan Eike","OL","Probable","Stinger","Eike is not expected to miss any time despite suffering a stinger in week five.  He is Texas A&M's most experienced offensive lineman.  Should Eike need to be limited, look for Joe Villavisencio to take his place.",2010,"2010-10-03","SEC","y"
